Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
8bea9da4-acb8-a7fb-1273-869e482d7a1d,1976-10-30,,999-83-3209,S99943910,X24994629X,Mrs.,Carmelia328,Hyatt152,,Mraz590,M,white,nonhispanic,F,Springfield  Massachusetts  US,305 Gusikowski Gateway Apt 59,Leominster,Massachusetts,Worcester County,01420,42.549931448326156,-71.81257447243833,1570304.93,0.00,18612
72e7adf7-4537-e009-e96a-cf256a669198,1945-12-19,2017-02-06,999-87-5553,S99992041,X22999385X,Mrs.,Rutha66,Smitham825,,Gorczany269,M,white,nonhispanic,F,Boston  Massachusetts  US,158 Daugherty Ramp,Chicopee,Massachusetts,Hampden County,01020,42.189219595892155,-72.61645726182053,1598804.97,153625.41,576
e8a808b1-a592-b13b-c5bd-351526484759,1996-07-13,,999-56-2653,S99998608,X6836886X,Ms.,Antonia30,Magaña874,,,,white,hispanic,F,Port-au-Prince  Haiti  HT,932 Emard Knoll Apt 28,Holyoke,Massachusetts,Hampden County,,42.21137615189157,-72.66155675500178,743889.63,44276.06,21618
0ddecd71-240c-f067-5e9f-72721f2a0892,1963-08-04,,999-43-9860,S99939140,X34003025X,Mrs.,Melany872,Nikolaus26,,Bergstrom287,M,white,nonhispanic,F,Harwich Port  Massachusetts  US,953 Monahan Vale Unit 37,Norwood,Massachusetts,Norfolk County,02062,42.19798226084359,-71.21051115417751,2039062.08,317328.47,93778
897c3009-79b5-9023-82b5-b507452001e2,1982-11-09,,999-88-1693,S99937624,X84729983X,Mr.,Reggie481,Torp761,,,M,white,nonhispanic,M,Oxford  Massachusetts  US,927 Rutherford Way Apt 50,Turners Falls,Massachusetts,Franklin County,01376,42.6038736033349,-72.55020627800396,1007199.72,13516.80,139762
d3e3ae88-ad33-d829-3539-74d757749a29,1952-02-26,2019-11-19,999-56-1355,S99966133,X49805187X,Mr.,Luciano237,Cassin499,,,M,white,nonhispanic,M,Tyringham  Massachusetts  US,222 Smith Row Unit 84,Millbury,Massachusetts,Worcester County,,42.20260802442117,-71.7518670908226,1831141.36,95627.94,91364
46ea3183-3a5b-5f55-b63a-6de734dd9d41,1973-02-08,,999-16-1090,S99919493,X77402513X,Mr.,Man114,Kautzer186,,,S,white,nonhispanic,M,Boston  Massachusetts  US,834 Crist Overpass Apt 40,Pittsfield,Massachusetts,Berkshire County,01201,42.442258391269625,-73.26460011904238,1985563.55,75475.49,103252
bbcf3bb0-efea-4ff0-0266-97f0c686a6a4,1925-02-22,,999-81-2242,S99937355,X10859112X,Mr.,Oswaldo857,Ratke343,,,S,white,nonhispanic,M,Barnstable  Massachusetts  US,342 Leannon Mall Unit 51,Westport,Massachusetts,Bristol County,,41.54884819589944,-71.09130566348342,437694.23,550520.04,9329
1562170d-bb2a-ca3c-3e25-92cc98c5a804,1945-12-19,,999-78-4501,S99920429,X68911241X,Mrs.,Leana211,Reynolds644,,Stanton715,M,white,nonhispanic,F,Ludlow  Massachusetts  US,338 Auer Street,Chicopee,Massachusetts,Hampden County,,42.1208855910428,-72.57339411950345,388436.51,68686.52,576
5a5494d7-c345-e93d-8f62-2b150d4ec0be,1952-03-26,2005-03-17,999-86-3782,S99922071,X37540524X,Mr.,Mickey576,Pouros728,,,M,white,nonhispanic,M,Medford  Massachusetts  US,949 Bartell Divide Unit 32,Winchendon,Massachusetts,Worcester County,01475,42.64291598017386,-72.0608189326438,2314965.55,792.25,94076
0c8e4897-2d19-84e8-396f-59908fda66db,2013-04-17,,999-53-2678,,,,Delmy607,Monahan736,,,,white,nonhispanic,F,Sharon  Massachusetts  US,564 Harris Trailer Apt 17,Boston,Massachusetts,Suffolk County,02467,42.299963271686806,-71.13779100433551,238911.91,4631.24,789484
d851aad4-3e84-5154-318f-daceeb24d7b6,1978-02-05,,999-53-6258,S99970331,X7197246X,Ms.,Shera199,O'Keefe54,,,S,white,hispanic,F,Abington  Massachusetts  US,587 Romaguera Common Unit 71,Westfield,Massachusetts,Hampden County,01086,42.13340767733713,-72.72222127313947,832299.98,33762.51,16811
5cbeb336-c9e8-c1e7-01d7-b8e31882a0d2,2005-06-25,,999-20-8381,S99924715,,,Kindra525,Schultz619,,,,white,nonhispanic,F,Southbridge  Massachusetts  US,289 Sauer Gateway Apt 8,Brockton,Massachusetts,Plymouth County,02301,42.10563481101068,-70.9846100787813,55015.50,28945.20,10864
dc3990dc-f064-efa7-9a44-2053717abcbd,1952-03-26,1986-06-30,999-80-8792,S99931987,X37625925X,Mr.,Antoine384,Champlin946,,,M,white,nonhispanic,M,Newton  Massachusetts  US,421 Padberg Mall,Winchendon,Massachusetts,Worcester County,01475,42.68888647932071,-72.08344149544571,851811.83,16265.88,94076
f219d464-7216-6607-ede8-a13fc6d22c19,1977-08-05,,999-10-8289,S99919337,X80497877X,Mrs.,Bonita405,Marvin195,,Langosh790,M,white,nonhispanic,F,North Attleborough  Massachusetts  US,706 Kemmer Boulevard,Plymouth,Massachusetts,Plymouth County,02360,41.860475054251964,-70.62761564050356,1583965.35,399341.55,35336
83fdd3df-3b09-48e1-dbba-fecfd389db37,1968-01-02,,999-24-4820,S99982563,X36675320X,Mrs.,Chanel977,Jast432,,Swaniawski813,M,white,nonhispanic,F,Pepperell  Massachusetts  US,270 Dach Gate Apt 30,Millis,Massachusetts,Norfolk County,,42.21735825360941,-71.34017772201052,2790304.01,286656.54,947643
6a210406-8d65-18d8-d662-959913b1c8e9,1952-02-26,,999-75-6817,S99920857,X4113326X,Mr.,Vincenzo126,Miller503,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,881 Lynch Park,Millbury,Massachusetts,Worcester County,,42.14516940408902,-71.80877302975951,2120551.77,120774.96,91364
eebc6eed-c09b-25bc-b049-ba9d4d3535cc,2017-09-18,,999-29-8093,,,,Danille883,Stamm704,,,,white,nonhispanic,F,Westport  Massachusetts  US,463 Gorczany Fork Unit 85,Falmouth,Massachusetts,Barnstable County,02540,41.611256728205966,-70.57879277645222,147291.65,240.60,50551
1f521b5f-8f87-1d0b-0797-2afe7be1502f,1971-04-09,1983-04-06,999-86-9885,,,,Lashell363,Rohan584,,,,white,nonhispanic,F,Acton  Massachusetts  US,222 Hintz Flat Suite 22,Lee,Massachusetts,Berkshire County,01238,42.349803949701254,-73.18613571290835,219640.91,0.00,21816
ad8d0622-01a7-f837-7833-80d92f82631b,1945-04-22,,999-69-1068,S99989577,X6548454X,Mrs.,Marsha122,Kovacek682,,Purdy2,M,white,nonhispanic,F,Boston  Massachusetts  US,816 Schaefer Row Unit 26,Sandwich,Massachusetts,Barnstable County,02563,41.719658321898535,-70.47955541514388,1996496.17,132532.91,674923
a1c742db-5cae-3897-2c0a-abbc8e1b2f4e,1999-12-09,,999-57-4154,S99920657,X19575365X,Ms.,Mafalda94,Hoeger474,,,,white,nonhispanic,F,Lynn  Massachusetts  US,240 Heaney Loaf,Hopkinton,Massachusetts,Middlesex County,01748,42.186923766848544,-71.58087843307032,601281.77,311336.68,140012
7b249d6a-be3a-05b7-23d6-fa343d641b6c,1960-10-13,,999-96-8535,S99954061,X71346999X,Mr.,Bert917,Friesen796,,,S,white,nonhispanic,M,Billerica  Massachusetts  US,433 Streich Bypass Unit 22,Stoneham,Massachusetts,Middlesex County,02180,42.499679638152216,-71.10979780704089,1542384.73,364.73,91933
e35ae765-ea6e-f74d-b7b8-a2ca77bd0af5,2017-01-06,,999-27-3629,,,,Lionel365,Lehner980,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,863 Stark Loaf Unit 85,Mattapoisett Center,Massachusetts,Plymouth County,,41.693612206698944,-70.75808551154907,139117.09,9309.35,149335
8cf49802-c601-6058-9d5c-5c6185d6941d,1985-03-10,,999-37-3672,S99952570,X74371233X,Ms.,Ericka421,Kling921,,,S,white,nonhispanic,F,Sherborn  Massachusetts  US,301 King Throughway,North Brookfield,Massachusetts,Worcester County,,42.27235936650122,-72.03478558083646,1744326.37,490666.59,140059
08a25864-3a87-c3d5-9b09-7ee81b159203,1971-04-09,2010-09-07,999-14-7114,S99913711,X601320X,Mrs.,Manda751,Beatty507,,Batz141,M,white,nonhispanic,F,Upton  Massachusetts  US,1043 Reichert Divide,Lee,Massachusetts,Berkshire County,01238,42.33620813671641,-73.23225584123107,1572498.60,0.00,21816
8cc628e2-6410-9013-85c0-bb317c1e39bb,2009-06-30,,999-91-6499,,,,Jacob959,Jones311,,,,white,nonhispanic,M,Boston  Massachusetts  US,536 Wolf Terrace Unit 14,Andover,Massachusetts,Essex County,01810,42.62808608183348,-71.18217075639258,320712.39,817.63,31202
d6c62e39-8fff-c155-7c6d-05887da17f45,1991-07-15,2016-10-14,999-32-9960,S99951693,X89245636X,Ms.,Iris667,Dickinson688,,,,asian,nonhispanic,F,Busan  Busan  KR,731 McDermott Tunnel Suite 99,Fitchburg,Massachusetts,Worcester County,01420,42.591615843520565,-71.84762736134702,660544.60,143.21,29775
8a2a3137-fecd-3c1d-1c03-8da4780af940,1970-12-08,2002-02-12,999-65-6431,S99950190,X46026451X,Mr.,Francis500,Klein929,,,M,white,nonhispanic,M,Malden  Massachusetts  US,536 Zieme Ville Suite 52,Quincy,Massachusetts,Norfolk County,02186,42.27359348474664,-71.09626728526082,900103.92,7134.83,122570
e9d7a9ec-b2f4-9b55-3a69-8628f5470680,1998-07-10,,999-68-1767,S99929894,X85165752X,Ms.,Deon400,Hyatt152,,,,white,nonhispanic,F,Canton  Massachusetts  US,838 Shields Ville,Springfield,Massachusetts,Hampden County,01104,42.086882485165425,-72.63021376784913,730988.84,450716.63,123987
c1c4a6e3-b8f1-8a60-0b40-39db7277323d,1943-05-26,,999-31-8059,S99915427,X47580021X,Mr.,Domingo513,Blanda868,,,M,white,nonhispanic,M,Boston  Massachusetts  US,789 Parisian Gateway Apt 91,Orange,Massachusetts,Franklin County,,42.63031785921708,-72.28273010254942,2033789.59,100985.32,34553
72e9b44b-7a76-a03b-cad9-1cbf87fd4c05,1991-10-21,,999-75-1443,S99988600,X52188600X,Ms.,Zelda766,Hegmann834,,,S,white,nonhispanic,F,Waltham  Massachusetts  US,807 Stokes Lodge Apt 73,Boston,Massachusetts,Suffolk County,02131,42.34398383662867,-71.03856525299128,1726206.65,98572.01,79629
7c76dafe-9560-14fd-a5a5-53ceaf43edb9,1971-04-09,2018-01-21,999-31-4525,S99940023,X33396567X,Mrs.,Vernon254,Pfannerstill264,,Hickle134,M,white,nonhispanic,F,Methuen  Massachusetts  US,244 Koch Camp Unit 69,Lee,Massachusetts,Berkshire County,01238,42.320620204014304,-73.26924869915949,1370512.93,248876.82,21816
087835c2-ae88-3cea-b197-0d34e145a4f9,1991-07-15,,999-53-2457,S99942688,X11707927X,Mrs.,Leonarda398,Ryan260,,Kirlin939,M,asian,nonhispanic,F,Incheon  Incheon  KR,325 VonRueden Wall,Fitchburg,Massachusetts,Worcester County,,42.58443546510878,-71.8569433848556,1315496.53,16754.39,29775
8e9c7708-8a74-a2b4-52cc-6eefecf6719a,2009-02-12,,999-97-5991,,,,Sherman440,Rath779,,,,white,nonhispanic,M,Boston  Massachusetts  US,340 Berge Road Suite 87,Carver,Massachusetts,Plymouth County,,41.91176848870935,-70.75968153159977,468570.29,11069.64,155568
52f2e19e-3025-84af-5945-cf3ff10893fe,1978-04-23,,999-50-9344,S99980757,X62969015X,Mr.,Dillon740,Bailey598,,,S,white,hispanic,M,Boston  Massachusetts  US,1098 Hackett Ramp Unit 1,Berlin,Massachusetts,Worcester County,,42.42539265754626,-71.61461191688443,1112299.03,0.00,107860
daea0d8d-08e4-e25a-afac-31c2d4684f27,2012-12-14,,999-46-8171,,,,Sharla853,Kohler843,,,,white,nonhispanic,F,Northborough  Massachusetts  US,327 Turcotte Terrace Unit 79,Somerville,Massachusetts,Middlesex County,02144,42.38428887016765,-71.1551135182601,242610.84,949.29,137539
0d043fbc-2106-5b5c-80cf-88e85fac4acb,1990-05-24,,999-50-1864,S99934938,X51887568X,Mrs.,Katina266,White193,,Dibbert990,M,black,nonhispanic,F,Medford  Massachusetts  US,429 Schaden Terrace,Boston,Massachusetts,Suffolk County,02126,42.269722026863874,-71.19585592798273,1262414.74,0.00,16844
243959bd-c441-6916-8aba-2d531653acb5,2016-01-15,,999-61-1210,,,,Micaela928,Madrigal893,,,,white,hispanic,F,Lima  Lima Province  PE,444 Klein Park Apt 14,Fall River,Massachusetts,Bristol County,02723,41.669554498295334,-71.08895160055779,97252.30,0.00,18621
d971fda0-fa72-b277-a0f6-79624efbdec1,1971-04-09,,999-29-7858,S99913107,X50262827X,Mrs.,Lyndsey828,Schmeler639,,Pollich983,M,white,nonhispanic,F,Wilmington  Massachusetts  US,998 Armstrong Vista Apt 49,Lee,Massachusetts,Berkshire County,,42.326547323251035,-73.24400471671822,2477002.09,10235.73,21816
7b14bde6-dcf7-61a9-ac84-02ddd2d48764,1991-04-25,,999-75-8364,S99959355,X31635621X,Mrs.,Londa304,Hahn503,,West559,M,white,nonhispanic,F,Winthrop  Massachusetts  US,217 Bruen Approach Suite 93,Methuen,Massachusetts,Essex County,01841,42.74163122153245,-71.14890122848658,803011.63,450422.75,98445
9324eb29-7566-87c0-655a-5aaf8ff92d19,1971-07-21,,999-25-1229,S99943292,X56391961X,Ms.,Glenda787,Weissnat378,,,S,white,nonhispanic,F,Wilbraham  Massachusetts  US,355 O'Conner Lock,Revere,Massachusetts,Suffolk County,02151,42.46595471001298,-71.01668750286296,1447058.09,77043.47,22741
3439a2cf-3eac-22ca-4d59-730a3da35c46,1983-11-01,,999-66-9001,S99910509,X64523759X,Mr.,Frankie174,Leannon79,,,M,white,nonhispanic,M,Bellingham  Massachusetts  US,400 Jenkins Club Suite 2,Bernardston,Massachusetts,Franklin County,,42.7206399916186,-72.60127345858575,929428.75,5417.68,88803
4dbdb7b0-9a37-716c-f7dd-7daa634b6397,2021-11-05,,999-38-3803,,,,Lynn917,Stokes453,,,,white,nonhispanic,M,Brockton  Massachusetts  US,250 Dicki Club Suite 26,Barnstable,Massachusetts,Barnstable County,02630,41.62620811576688,-70.37804160718761,29244.51,90.60,52647
1872cdab-d486-86f4-52f9-c7e9843acb24,1964-02-10,,999-56-9224,S99964739,X16679414X,Mr.,Stefan297,Herman763,,,S,white,nonhispanic,M,Lowell  Massachusetts  US,798 Bode Well,New Bedford,Massachusetts,Bristol County,02747,41.74534398375085,-70.94531260161367,1992641.31,2674.76,28738
0d857caf-2f6b-fa76-f18e-aad009a7de57,1964-06-16,,999-29-2649,S99991802,X9922232X,Mr.,Orlando897,Olson653,JD,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,775 Bergnaum Rest,Easton,Massachusetts,Bristol County,,42.07697192699172,-71.15183257692816,196830.45,246078.79,6380
75ae9fb2-f204-7f5d-0258-5f422034ba85,2020-12-27,,999-13-5544,,,,Eddie505,McClure239,,,,white,nonhispanic,M,Springfield  Massachusetts  US,359 Effertz Haven Apt 79,Walpole,Massachusetts,Norfolk County,02081,42.0979086305029,-71.29985950022827,51185.29,96.06,77080
21591ebf-fd42-6603-8d1a-443a1148de59,1970-12-08,,999-50-7406,S99941162,X20485919X,Mr.,Walton167,Ferry570,,,S,white,nonhispanic,M,Worcester  Massachusetts  US,428 Klocko Highlands Apt 19,Quincy,Massachusetts,Norfolk County,02170,42.28457734434597,-70.99700105538496,2165006.21,168168.71,122570
4f032b35-d2a0-09e3-1c24-0175ce31080e,1999-09-28,,999-65-7416,S99981196,X42504049X,Ms.,Miesha237,Mueller846,,,,white,nonhispanic,F,New Bedford  Massachusetts  US,290 Macejkovic Camp,Newton,Massachusetts,Middlesex County,,42.29720847437098,-71.22271955747243,125990.90,537658.25,10507
9c43038d-a919-9feb-2617-bac125592307,1998-07-02,,999-45-3446,S99970596,X8951584X,Ms.,Carrie738,Rowe323,,,,white,hispanic,F,Medfield  Massachusetts  US,799 Feil Mall,Boston,Massachusetts,Suffolk County,02120,42.338445597617756,-71.17006295071911,1034246.92,549.94,78828
736f4a30-385e-8669-025e-2cf3646fbed2,1943-06-09,,999-73-3869,S99939444,X55947636X,Mrs.,Florencia449,Mascareñas995,,Llamas954,M,white,hispanic,F,Salisbury  Saint Joseph Parish  DM,639 Goldner Trailer,Oxford,Massachusetts,Worcester County,,42.13224711715181,-71.90141529020184,2019987.44,136914.58,155975
649239bd-c301-3288-bef7-5e5b39d90bb8,2019-04-06,,999-80-4074,,,,Cary869,Bernhard322,,,,white,nonhispanic,M,Andover  Massachusetts  US,591 Nienow Row Suite 23,Bourne,Massachusetts,Barnstable County,,41.676232884855715,-70.63497556681219,97038.50,12872.74,103036
ed512d00-12bb-ecbf-83fc-a0e0c8a8c29d,1973-05-20,,999-48-1385,S99996277,X7787815X,Mr.,Gaston250,Borer986,,,M,white,nonhispanic,M,Marlborough  Massachusetts  US,1089 Baumbach Lane Suite 0,Worcester,Massachusetts,Worcester County,01610,42.302599818674416,-71.69361248281781,1283609.39,5937.13,69226
6e40f430-e7f1-1409-9978-e19239c22b91,1969-12-18,2011-12-21,999-59-3516,S99965402,X11179548X,Mrs.,Bertie593,Gerhold939,,Goodwin327,M,white,nonhispanic,F,Granby  Massachusetts  US,946 Toy Dale,Orleans,Massachusetts,Barnstable County,02653,41.75012492061436,-69.9562094343042,1744202.90,38188.63,43006
c9f1bbdc-aed3-1fc5-640a-f8882ed87f6a,1963-11-13,,999-28-4400,S99990279,X38218659X,Mr.,Francesco636,Hickle134,,,M,white,nonhispanic,M,Ocean Bluff-Brant Rock  Massachusetts  US,299 Lehner Burg,Grafton,Massachusetts,Worcester County,,42.254770152592755,-71.70326048470197,1455454.04,7489.88,790510
fe1d8ac1-9697-c467-d95b-f993be7d1923,1961-10-17,,999-33-5858,S99936848,X39254550X,Mr.,Lenard338,Lesch175,,,M,white,nonhispanic,M,Hingham  Massachusetts  US,325 Purdy Camp Apt 8,Boston,Massachusetts,Suffolk County,02130,42.334643558582584,-71.03566866522871,3605449.30,521001.51,195265
2c77eb74-fc33-1de6-30a5-092184934abf,1986-12-25,,999-81-5609,S99944888,X81313381X,Mrs.,Dale454,Powlowski563,,Crona259,M,white,nonhispanic,F,Holyoke  Massachusetts  US,1053 Jacobson Hollow Apt 45,Westford,Massachusetts,Middlesex County,,42.60904212535768,-71.48302856592585,1606277.28,446153.29,90999
cebf1a71-de2f-d8de-13a1-cfaac96eaf62,1996-02-10,,999-73-5258,S99960431,X50243716X,Ms.,Deane47,Howell947,,,,black,nonhispanic,F,Brockton  Massachusetts  US,222 Harvey Underpass Apt 92,Rutland,Massachusetts,Worcester County,,42.41775796405883,-71.99274874442023,1062727.77,263239.09,65755
52f6470a-b7f5-d454-8b7a-688f75361ede,2012-06-09,,999-43-5475,,,,Rosaria177,Spinka232,,,,white,nonhispanic,F,Salem  Massachusetts  US,742 Lind Promenade Suite 80,Easton,Massachusetts,Bristol County,,42.07129354231953,-71.07296691042528,241852.93,5486.78,28729
6b69a592-e143-e659-19e1-e1f1c4d65802,1968-09-23,,999-47-3107,S99939957,X13841828X,Mrs.,Winter723,Swift555,,Cormier289,M,white,nonhispanic,F,Leverett  Massachusetts  US,1068 Streich Camp,Sandisfield,Massachusetts,Berkshire County,,42.141186763473065,-73.16610331502072,2758616.21,169246.07,59164
2797c151-4309-fb43-017b-2904de07ee22,1985-06-30,,999-67-1607,S99972384,X39062235X,Mrs.,Dion244,Turcotte120,,Schuppe920,M,white,nonhispanic,F,Lynn  Massachusetts  US,311 Nienow View,Boston,Massachusetts,Suffolk County,02151,42.3699855257614,-71.10537705178068,1723964.95,696001.00,918504
fe65d627-41a2-3ff8-8c70-d153f062fa3b,1957-06-18,,999-64-7312,S99947993,X74326045X,Mr.,Royal919,Turcotte120,,,S,asian,nonhispanic,M,Worcester  Massachusetts  US,759 Stamm Walk Suite 33,Andover,Massachusetts,Essex County,01810,42.66479413544082,-71.19988458506124,1692263.20,15419.73,188366
95540260-8bb6-7aa6-35ff-ba671e67a921,1969-12-18,,999-77-9882,S99989980,X63996546X,Mrs.,Audra143,Keebler762,,VonRueden376,M,white,nonhispanic,F,Sandwich  Massachusetts  US,724 Hahn Fort Apt 39,Orleans,Massachusetts,Barnstable County,,41.72801794462274,-69.9627585200203,2603577.00,1062.23,43006
00377ceb-92fb-eac2-3412-a820bfd11521,1996-03-01,,999-75-1402,S99988177,X7154208X,Ms.,Caitlyn56,Gutkowski940,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,292 Collier Frontage road Apt 68,Lowell,Massachusetts,Middlesex County,01850,42.6344670692524,-71.27840465791274,862230.78,98308.82,44202
aae1167f-b655-5749-de40-6164ea87f2cb,2011-09-02,,999-25-5110,,,,Echo53,Swift555,,,,white,nonhispanic,F,Westwood  Massachusetts  US,542 Lindgren Gate,Shrewsbury,Massachusetts,Worcester County,,42.30802772515901,-71.69245708032851,278591.40,841.25,138178
4c20363c-e11e-0802-9036-85ce8c658bb6,1974-06-27,,999-14-8531,S99974433,X79590628X,Mrs.,Khalilah870,Jerde200,,Mante251,M,white,nonhispanic,F,New Bedford  Massachusetts  US,929 Braun Key,Haverhill,Massachusetts,Essex County,,42.78786862199488,-71.07726604585955,213376.13,1085961.49,13602
cfbce452-cca4-5e82-60e9-855afa786740,2013-12-26,,999-59-5929,,,,Pedro316,Runolfsson901,,,,white,nonhispanic,M,Brookline  Massachusetts  US,848 Mertz Quay,Newton,Massachusetts,Middlesex County,02464,42.36263219569831,-71.22887371346941,315425.72,64909.40,66353
998b813f-93e4-090d-fcea-646b9986e817,2017-07-25,,999-84-1629,,,,Rebbecca977,Parisian75,,,,white,nonhispanic,F,Lowell  Massachusetts  US,1039 Wunsch Walk Suite 56,Weymouth,Massachusetts,Norfolk County,02191,42.16589334721341,-70.97947895023827,112082.09,0.00,28021
adc0e8cd-4c63-778f-7bdf-402a9b88c61c,2021-12-31,,999-62-7393,,,,Filiberto722,Yost751,,,,white,nonhispanic,M,Hingham  Massachusetts  US,520 Murazik Rapid,Northampton,Massachusetts,Hampshire County,01060,42.36490068931711,-72.6793895279227,28284.54,102.94,88386
99a11b76-62d8-c9e5-4121-d61cbc6a9d7f,1969-03-30,2011-09-04,999-55-3729,S99984492,X72902595X,Mr.,Kendall673,Hodkiewicz467,,,M,white,nonhispanic,M,Tewksbury  Massachusetts  US,1088 Stehr Loaf Apt 22,Bedford,Massachusetts,Middlesex County,01730,42.494744723898485,-71.27332186642981,527936.38,68735.25,2575
1dd1c6db-fd5e-65d8-7684-0340d9936d41,1998-06-23,,999-27-8078,S99918020,X21018806X,Mr.,Ramon749,Jacobi462,,,,white,hispanic,M,Fall River  Massachusetts  US,715 McKenzie Lock,Boston,Massachusetts,Suffolk County,02111,42.3914570031573,-71.0224409386701,591118.33,1442.19,176804
9c568316-6933-e2d0-aa7e-6b32924b45b5,2017-07-25,,999-46-7208,,,,Apryl870,Schaefer657,,,,white,nonhispanic,F,Eastham  Massachusetts  US,370 Mueller Dale Unit 0,Lexington,Massachusetts,Middlesex County,02420,42.40431022065966,-71.22093226006008,131454.10,2422.80,55772
acd995f2-27e8-e95f-3934-65bf6f8b7c52,1981-06-09,,999-93-5898,S99954120,X64718418X,Mrs.,Valorie864,Bernhard322,,Zboncak558,M,white,nonhispanic,F,Sheffield  Massachusetts  US,117 Larkin Heights Suite 53,Auburn,Massachusetts,Worcester County,,42.19132448654598,-71.88653644723242,1184977.95,676209.59,35265
aee7c210-f173-e87a-0ed5-22371202ecf9,2015-05-19,,999-49-5210,,,,Doloris378,Bernhard322,,,,white,nonhispanic,F,Shrewsbury  Massachusetts  US,1046 Pfannerstill Plaza,Waltham,Massachusetts,Middlesex County,02451,42.35868415336329,-71.17409838877343,190101.61,401.57,127166
